Ligand,Receptor,RouteNumber,Combine
Tgfb1,TGFBR1,6,TGFB1_TGFBR1_6
Tgfb1,TGFBR2,6,TGFB1_TGFBR2_6
Tgfb2,TGFBR1,6,TGFB2_TGFBR1_6
Tgfb2,TGFBR2,6,TGFB2_TGFBR2_6
Tgfb3,TGFBR1,6,TGFB3_TGFBR1_6
Tgfb3,TGFBR2,6,TGFB3_TGFBR2_6
Tgfb1,TGFBR2,6,TGFB1_TGFBR2_6
Tgfb1,TGFBR2,6,TGFB1_TGFBR2_6
Tgfb2,TGFBR2,6,TGFB2_TGFBR2_6
Tgfb2,TGFBR2,6,TGFB2_TGFBR2_6
Tgfb3,TGFBR2,6,TGFB3_TGFBR2_6
Tgfb3,TGFBR2,6,TGFB3_TGFBR2_6
Tgfb1,TGFBR1,6,TGFB1_TGFBR1_6
Tgfb1,TGFBR2,6,TGFB1_TGFBR2_6
Tgfb2,TGFBR1,6,TGFB2_TGFBR1_6
Tgfb2,TGFBR2,6,TGFB2_TGFBR2_6
Tgfb3,TGFBR1,6,TGFB3_TGFBR1_6
Tgfb3,TGFBR2,6,TGFB3_TGFBR2_6
Gdf11,TGFBR1,6,GDF11_TGFBR1_6
Gdf11,TGFBR1,6,GDF11_TGFBR1_6
Gdf15,TGFBR2,6,GDF15_TGFBR2_6
Mstn,TGFBR1,6,MSTN_TGFBR1_6
Mstn,TGFBR1,6,MSTN_TGFBR1_6
Egf,EGFR,7,EGF_EGFR_7
Egf,EGFR,8,EGF_EGFR_8
Egf,EGFR,9,EGF_EGFR_9
Egf,EGFR,54,EGF_EGFR_54
Egf,EGFR,55,EGF_EGFR_55
Egf,EGFR,56,EGF_EGFR_56
Egf,EGFR,57,EGF_EGFR_57
Egf,EGFR,58,EGF_EGFR_58
Egf,EGFR,59,EGF_EGFR_59
Egf,EGFR,118,EGF_EGFR_118
Egf,EGFR,125,EGF_EGFR_125
Egf,EGFR,128,EGF_EGFR_128
Egf,EGFR,270,EGF_EGFR_270
Egf,EGFR,271,EGF_EGFR_271
Egf,EGFR,272,EGF_EGFR_272
Egf,EGFR,281,EGF_EGFR_281
Egf,EGFR,7,EGF_EGFR_7
Egf,ERBB2,7,EGF_ERBB2_7
Egf,EGFR,8,EGF_EGFR_8
Egf,ERBB2,8,EGF_ERBB2_8
Egf,EGFR,9,EGF_EGFR_9
Egf,ERBB2,9,EGF_ERBB2_9
Egf,EGFR,54,EGF_EGFR_54
Egf,EGFR,55,EGF_EGFR_55
Egf,EGFR,56,EGF_EGFR_56
Egf,EGFR,57,EGF_EGFR_57
Egf,EGFR,58,EGF_EGFR_58
Egf,EGFR,59,EGF_EGFR_59
Egf,EGFR,118,EGF_EGFR_118
Egf,EGFR,125,EGF_EGFR_125
Egf,EGFR,128,EGF_EGFR_128
Egf,EGFR,270,EGF_EGFR_270
Egf,EGFR,271,EGF_EGFR_271
Egf,EGFR,272,EGF_EGFR_272
Egf,EGFR,281,EGF_EGFR_281
Tgfa,EGFR,7,TGFA_EGFR_7
Tgfa,EGFR,8,TGFA_EGFR_8
Tgfa,EGFR,9,TGFA_EGFR_9
Tgfa,EGFR,54,TGFA_EGFR_54
Tgfa,EGFR,55,TGFA_EGFR_55
Tgfa,EGFR,56,TGFA_EGFR_56
Tgfa,EGFR,57,TGFA_EGFR_57
Tgfa,EGFR,58,TGFA_EGFR_58
Tgfa,EGFR,59,TGFA_EGFR_59
Tgfa,EGFR,118,TGFA_EGFR_118
Tgfa,EGFR,125,TGFA_EGFR_125
Tgfa,EGFR,128,TGFA_EGFR_128
Tgfa,EGFR,270,TGFA_EGFR_270
Tgfa,EGFR,271,TGFA_EGFR_271
Tgfa,EGFR,272,TGFA_EGFR_272
Tgfa,EGFR,281,TGFA_EGFR_281
Tgfa,EGFR,7,TGFA_EGFR_7
Tgfa,ERBB2,7,TGFA_ERBB2_7
Tgfa,EGFR,8,TGFA_EGFR_8
Tgfa,ERBB2,8,TGFA_ERBB2_8
Tgfa,EGFR,9,TGFA_EGFR_9
Tgfa,ERBB2,9,TGFA_ERBB2_9
Tgfa,EGFR,54,TGFA_EGFR_54
Tgfa,EGFR,55,TGFA_EGFR_55
Tgfa,EGFR,56,TGFA_EGFR_56
Tgfa,EGFR,57,TGFA_EGFR_57
Tgfa,EGFR,58,TGFA_EGFR_58
Tgfa,EGFR,59,TGFA_EGFR_59
Tgfa,EGFR,118,TGFA_EGFR_118
Tgfa,EGFR,125,TGFA_EGFR_125
Tgfa,EGFR,128,TGFA_EGFR_128
Tgfa,EGFR,270,TGFA_EGFR_270
Tgfa,EGFR,271,TGFA_EGFR_271
Tgfa,EGFR,272,TGFA_EGFR_272
Tgfa,EGFR,281,TGFA_EGFR_281
Areg,EGFR,7,AREG_EGFR_7
Areg,EGFR,8,AREG_EGFR_8
Areg,EGFR,9,AREG_EGFR_9
Areg,EGFR,54,AREG_EGFR_54
Areg,EGFR,55,AREG_EGFR_55
Areg,EGFR,56,AREG_EGFR_56
Areg,EGFR,57,AREG_EGFR_57
Areg,EGFR,58,AREG_EGFR_58
Areg,EGFR,59,AREG_EGFR_59
Areg,EGFR,118,AREG_EGFR_118
Areg,EGFR,125,AREG_EGFR_125
Areg,EGFR,128,AREG_EGFR_128
Areg,EGFR,270,AREG_EGFR_270
Areg,EGFR,271,AREG_EGFR_271
Areg,EGFR,272,AREG_EGFR_272
Areg,EGFR,281,AREG_EGFR_281
Areg,EGFR,7,AREG_EGFR_7
Areg,ERBB2,7,AREG_ERBB2_7
Areg,EGFR,8,AREG_EGFR_8
Areg,ERBB2,8,AREG_ERBB2_8
Areg,EGFR,9,AREG_EGFR_9
Areg,ERBB2,9,AREG_ERBB2_9
Areg,EGFR,54,AREG_EGFR_54
Areg,EGFR,55,AREG_EGFR_55
Areg,EGFR,56,AREG_EGFR_56
Areg,EGFR,57,AREG_EGFR_57
Areg,EGFR,58,AREG_EGFR_58
Areg,EGFR,59,AREG_EGFR_59
Areg,EGFR,118,AREG_EGFR_118
Areg,EGFR,125,AREG_EGFR_125
Areg,EGFR,128,AREG_EGFR_128
Areg,EGFR,270,AREG_EGFR_270
Areg,EGFR,271,AREG_EGFR_271
Areg,EGFR,272,AREG_EGFR_272
Areg,EGFR,281,AREG_EGFR_281
Btc,EGFR,7,BTC_EGFR_7
Btc,EGFR,8,BTC_EGFR_8
Btc,EGFR,9,BTC_EGFR_9
Btc,EGFR,54,BTC_EGFR_54
Btc,EGFR,55,BTC_EGFR_55
Btc,EGFR,56,BTC_EGFR_56
Btc,EGFR,57,BTC_EGFR_57
Btc,EGFR,58,BTC_EGFR_58
Btc,EGFR,59,BTC_EGFR_59
Btc,EGFR,118,BTC_EGFR_118
Btc,EGFR,125,BTC_EGFR_125
Btc,EGFR,128,BTC_EGFR_128
Btc,EGFR,270,BTC_EGFR_270
Btc,EGFR,271,BTC_EGFR_271
Btc,EGFR,272,BTC_EGFR_272
Btc,EGFR,281,BTC_EGFR_281
Btc,EGFR,7,BTC_EGFR_7
Btc,ERBB2,7,BTC_ERBB2_7
Btc,EGFR,8,BTC_EGFR_8
Btc,ERBB2,8,BTC_ERBB2_8
Btc,EGFR,9,BTC_EGFR_9
Btc,ERBB2,9,BTC_ERBB2_9
Btc,EGFR,54,BTC_EGFR_54
Btc,EGFR,55,BTC_EGFR_55
Btc,EGFR,56,BTC_EGFR_56
Btc,EGFR,57,BTC_EGFR_57
Btc,EGFR,58,BTC_EGFR_58
Btc,EGFR,59,BTC_EGFR_59
Btc,EGFR,118,BTC_EGFR_118
Btc,EGFR,125,BTC_EGFR_125
Btc,EGFR,128,BTC_EGFR_128
Btc,EGFR,270,BTC_EGFR_270
Btc,EGFR,271,BTC_EGFR_271
Btc,EGFR,272,BTC_EGFR_272
Btc,EGFR,281,BTC_EGFR_281
Btc,ERBB2,7,BTC_ERBB2_7
Btc,ERBB2,8,BTC_ERBB2_8
Btc,ERBB2,9,BTC_ERBB2_9
Hbegf,EGFR,7,HBEGF_EGFR_7
Hbegf,EGFR,8,HBEGF_EGFR_8
Hbegf,EGFR,9,HBEGF_EGFR_9
Hbegf,EGFR,54,HBEGF_EGFR_54
Hbegf,EGFR,55,HBEGF_EGFR_55
Hbegf,EGFR,56,HBEGF_EGFR_56
Hbegf,EGFR,57,HBEGF_EGFR_57
Hbegf,EGFR,58,HBEGF_EGFR_58
Hbegf,EGFR,59,HBEGF_EGFR_59
Hbegf,EGFR,118,HBEGF_EGFR_118
Hbegf,EGFR,125,HBEGF_EGFR_125
Hbegf,EGFR,128,HBEGF_EGFR_128
Hbegf,EGFR,270,HBEGF_EGFR_270
Hbegf,EGFR,271,HBEGF_EGFR_271
Hbegf,EGFR,272,HBEGF_EGFR_272
Hbegf,EGFR,281,HBEGF_EGFR_281
Hbegf,EGFR,7,HBEGF_EGFR_7
Hbegf,ERBB2,7,HBEGF_ERBB2_7
Hbegf,EGFR,8,HBEGF_EGFR_8
Hbegf,ERBB2,8,HBEGF_ERBB2_8
Hbegf,EGFR,9,HBEGF_EGFR_9
Hbegf,ERBB2,9,HBEGF_ERBB2_9
Hbegf,EGFR,54,HBEGF_EGFR_54
Hbegf,EGFR,55,HBEGF_EGFR_55
Hbegf,EGFR,56,HBEGF_EGFR_56
Hbegf,EGFR,57,HBEGF_EGFR_57
Hbegf,EGFR,58,HBEGF_EGFR_58
Hbegf,EGFR,59,HBEGF_EGFR_59
Hbegf,EGFR,118,HBEGF_EGFR_118
Hbegf,EGFR,125,HBEGF_EGFR_125
Hbegf,EGFR,128,HBEGF_EGFR_128
Hbegf,EGFR,270,HBEGF_EGFR_270
Hbegf,EGFR,271,HBEGF_EGFR_271
Hbegf,EGFR,272,HBEGF_EGFR_272
Hbegf,EGFR,281,HBEGF_EGFR_281
Hbegf,ERBB2,7,HBEGF_ERBB2_7
Hbegf,ERBB2,8,HBEGF_ERBB2_8
Hbegf,ERBB2,9,HBEGF_ERBB2_9
Ereg,EGFR,7,EREG_EGFR_7
Ereg,EGFR,8,EREG_EGFR_8
Ereg,EGFR,9,EREG_EGFR_9
Ereg,EGFR,54,EREG_EGFR_54
Ereg,EGFR,55,EREG_EGFR_55
Ereg,EGFR,56,EREG_EGFR_56
Ereg,EGFR,57,EREG_EGFR_57
Ereg,EGFR,58,EREG_EGFR_58
Ereg,EGFR,59,EREG_EGFR_59
Ereg,EGFR,118,EREG_EGFR_118
Ereg,EGFR,125,EREG_EGFR_125
Ereg,EGFR,128,EREG_EGFR_128
Ereg,EGFR,270,EREG_EGFR_270
Ereg,EGFR,271,EREG_EGFR_271
Ereg,EGFR,272,EREG_EGFR_272
Ereg,EGFR,281,EREG_EGFR_281
Ereg,EGFR,7,EREG_EGFR_7
Ereg,ERBB2,7,EREG_ERBB2_7
Ereg,EGFR,8,EREG_EGFR_8
Ereg,ERBB2,8,EREG_ERBB2_8
Ereg,EGFR,9,EREG_EGFR_9
Ereg,ERBB2,9,EREG_ERBB2_9
Ereg,EGFR,54,EREG_EGFR_54
Ereg,EGFR,55,EREG_EGFR_55
Ereg,EGFR,56,EREG_EGFR_56
Ereg,EGFR,57,EREG_EGFR_57
Ereg,EGFR,58,EREG_EGFR_58
Ereg,EGFR,59,EREG_EGFR_59
Ereg,EGFR,118,EREG_EGFR_118
Ereg,EGFR,125,EREG_EGFR_125
Ereg,EGFR,128,EREG_EGFR_128
Ereg,EGFR,270,EREG_EGFR_270
Ereg,EGFR,271,EREG_EGFR_271
Ereg,EGFR,272,EREG_EGFR_272
Ereg,EGFR,281,EREG_EGFR_281
Ereg,ERBB2,7,EREG_ERBB2_7
Ereg,ERBB2,8,EREG_ERBB2_8
Ereg,ERBB2,9,EREG_ERBB2_9
Nrg1,ERBB2,7,NRG1_ERBB2_7
Nrg1,ERBB2,8,NRG1_ERBB2_8
Nrg1,ERBB2,9,NRG1_ERBB2_9
Nrg1,ERBB2,7,NRG1_ERBB2_7
Nrg1,ERBB2,8,NRG1_ERBB2_8
Nrg1,ERBB2,9,NRG1_ERBB2_9
Nrg2,ERBB2,7,NRG2_ERBB2_7
Nrg2,ERBB2,8,NRG2_ERBB2_8
Nrg2,ERBB2,9,NRG2_ERBB2_9
Nrg2,ERBB2,7,NRG2_ERBB2_7
Nrg2,ERBB2,8,NRG2_ERBB2_8
Nrg2,ERBB2,9,NRG2_ERBB2_9
Nrg3,ERBB2,7,NRG3_ERBB2_7
Nrg3,ERBB2,8,NRG3_ERBB2_8
Nrg3,ERBB2,9,NRG3_ERBB2_9
Nrg4,ERBB2,7,NRG4_ERBB2_7
Nrg4,ERBB2,8,NRG4_ERBB2_8
Nrg4,ERBB2,9,NRG4_ERBB2_9
Nrg1,ITGAV,344,NRG1_ITGAV_344
Nrg1,ITGB3,344,NRG1_ITGB3_344
Nrg1,ITGAV,345,NRG1_ITGAV_345
Nrg1,ITGB3,345,NRG1_ITGB3_345
Nrg1,ITGAV,346,NRG1_ITGAV_346
Nrg1,ITGB3,346,NRG1_ITGB3_346
Nrg1,ITGAV,347,NRG1_ITGAV_347
Nrg1,ITGB3,347,NRG1_ITGB3_347
Nrg1,ITGAV,348,NRG1_ITGAV_348
Nrg1,ITGB3,348,NRG1_ITGB3_348
Nrg1,ITGAV,349,NRG1_ITGAV_349
Nrg1,ITGB3,349,NRG1_ITGB3_349
Nrg1,ITGAV,350,NRG1_ITGAV_350
Nrg1,ITGB3,350,NRG1_ITGB3_350
Nrg1,ITGAV,351,NRG1_ITGAV_351
Nrg1,ITGB3,351,NRG1_ITGB3_351
Nrg1,ITGAV,352,NRG1_ITGAV_352
Nrg1,ITGB3,352,NRG1_ITGB3_352
Fgf1,FGFR1,6,FGF1_FGFR1_6
Fgf2,FGFR1,6,FGF2_FGFR1_6
Fgf4,FGFR1,6,FGF4_FGFR1_6
Fgf5,FGFR1,6,FGF5_FGFR1_6
Fgf6,FGFR1,6,FGF6_FGFR1_6
Fgf7,FGFR1,6,FGF7_FGFR1_6
Fgf3,FGFR1,6,FGF3_FGFR1_6
Fgf10,FGFR1,6,FGF10_FGFR1_6
Fgf8,FGFR1,6,FGF8_FGFR1_6
Fgf17,FGFR1,6,FGF17_FGFR1_6
Fgf18,FGFR1,6,FGF18_FGFR1_6
Fgf9,FGFR1,6,FGF9_FGFR1_6
Fgf20,FGFR1,6,FGF20_FGFR1_6
Fgf16,FGFR1,6,FGF16_FGFR1_6
Fgf15,FGFR1,6,FGF15_FGFR1_6
Fgf21,FGFR1,6,FGF21_FGFR1_6
Fgf23,FGFR1,6,FGF23_FGFR1_6
Vegfa,KDR,379,VEGFA_KDR_379
Vegfa,KDR,380,VEGFA_KDR_380
Vegfc,KDR,379,VEGFC_KDR_379
Vegfc,KDR,380,VEGFC_KDR_380
Vegfd,KDR,379,VEGFD_KDR_379
Vegfd,KDR,380,VEGFD_KDR_380
Vegfa,KDR,379,VEGFA_KDR_379
Vegfa,KDR,380,VEGFA_KDR_380
Vegfc,KDR,379,VEGFC_KDR_379
Vegfc,KDR,380,VEGFC_KDR_380
Vegfd,KDR,379,VEGFD_KDR_379
Vegfd,KDR,380,VEGFD_KDR_380
Igf1,IGF1R,3,IGF1_IGF1R_3
Igf1,IGF1R,15,IGF1_IGF1R_15
Igf1,IGF1R,119,IGF1_IGF1R_119
Igf1,IGF1R,120,IGF1_IGF1R_120
Igf1,IGF1R,121,IGF1_IGF1R_121
Igf1,IGF1R,122,IGF1_IGF1R_122
Igf1,IGF1R,146,IGF1_IGF1R_146
Igf1,IGF1R,147,IGF1_IGF1R_147
Igf2,IGF1R,3,IGF2_IGF1R_3
Igf2,IGF1R,15,IGF2_IGF1R_15
Igf2,IGF1R,119,IGF2_IGF1R_119
Igf2,IGF1R,120,IGF2_IGF1R_120
Igf2,IGF1R,121,IGF2_IGF1R_121
Igf2,IGF1R,122,IGF2_IGF1R_122
Igf2,IGF1R,146,IGF2_IGF1R_146
Igf2,IGF1R,147,IGF2_IGF1R_147
Igf1,ITGAV,344,IGF1_ITGAV_344
Igf1,ITGB3,344,IGF1_ITGB3_344
Igf1,ITGAV,345,IGF1_ITGAV_345
Igf1,ITGB3,345,IGF1_ITGB3_345
Igf1,ITGAV,346,IGF1_ITGAV_346
Igf1,ITGB3,346,IGF1_ITGB3_346
Igf1,ITGAV,347,IGF1_ITGAV_347
Igf1,ITGB3,347,IGF1_ITGB3_347
Igf1,ITGAV,348,IGF1_ITGAV_348
Igf1,ITGB3,348,IGF1_ITGB3_348
Igf1,ITGAV,349,IGF1_ITGAV_349
Igf1,ITGB3,349,IGF1_ITGB3_349
Igf1,ITGAV,350,IGF1_ITGAV_350
Igf1,ITGB3,350,IGF1_ITGB3_350
Igf1,ITGAV,351,IGF1_ITGAV_351
Igf1,ITGB3,351,IGF1_ITGB3_351
Igf1,ITGAV,352,IGF1_ITGAV_352
Igf1,ITGB3,352,IGF1_ITGB3_352
Igf2,ITGAV,344,IGF2_ITGAV_344
Igf2,ITGB3,344,IGF2_ITGB3_344
Igf2,ITGAV,345,IGF2_ITGAV_345
Igf2,ITGB3,345,IGF2_ITGB3_345
Igf2,ITGAV,346,IGF2_ITGAV_346
Igf2,ITGB3,346,IGF2_ITGB3_346
Igf2,ITGAV,347,IGF2_ITGAV_347
Igf2,ITGB3,347,IGF2_ITGB3_347
Igf2,ITGAV,348,IGF2_ITGAV_348
Igf2,ITGB3,348,IGF2_ITGB3_348
Igf2,ITGAV,349,IGF2_ITGAV_349
Igf2,ITGB3,349,IGF2_ITGB3_349
Igf2,ITGAV,350,IGF2_ITGAV_350
Igf2,ITGB3,350,IGF2_ITGB3_350
Igf2,ITGAV,351,IGF2_ITGAV_351
Igf2,ITGB3,351,IGF2_ITGB3_351
Igf2,ITGAV,352,IGF2_ITGAV_352
Igf2,ITGB3,352,IGF2_ITGB3_352
Ins1,INSR,14,INS1_INSR_14
Ins1,INSR,51,INS1_INSR_51
Ins1,INSR,52,INS1_INSR_52
Ins1,INSR,53,INS1_INSR_53
Ins1,INSR,114,INS1_INSR_114
Ins1,INSR,115,INS1_INSR_115
Ins1,INSR,116,INS1_INSR_116
Ins1,INSR,117,INS1_INSR_117
Ins1,INSR,141,INS1_INSR_141
Ins1,INSR,142,INS1_INSR_142
Ins1,INSR,143,INS1_INSR_143
Ins1,INSR,144,INS1_INSR_144
Ins1,INSR,145,INS1_INSR_145
Ins1,INSR,148,INS1_INSR_148
Ins1,INSR,149,INS1_INSR_149
Ins2,INSR,14,INS2_INSR_14
Ins2,INSR,51,INS2_INSR_51
Ins2,INSR,52,INS2_INSR_52
Ins2,INSR,53,INS2_INSR_53
Ins2,INSR,114,INS2_INSR_114
Ins2,INSR,115,INS2_INSR_115
Ins2,INSR,116,INS2_INSR_116
Ins2,INSR,117,INS2_INSR_117
Ins2,INSR,141,INS2_INSR_141
Ins2,INSR,142,INS2_INSR_142
Ins2,INSR,143,INS2_INSR_143
Ins2,INSR,144,INS2_INSR_144
Ins2,INSR,145,INS2_INSR_145
Ins2,INSR,148,INS2_INSR_148
Ins2,INSR,149,INS2_INSR_149
Apln,APLNR,28,APLN_APLNR_28
Apln,APLNR,29,APLN_APLNR_29
Apln,APLNR,30,APLN_APLNR_30
Apln,APLNR,31,APLN_APLNR_31
Apln,APLNR,32,APLN_APLNR_32
Apln,APLNR,33,APLN_APLNR_33
Il1a,IL1R1,241,IL1A_IL1R1_241
Il1a,IL1R1,263,IL1A_IL1R1_263
Il1a,IL1R1,264,IL1A_IL1R1_264
Il1b,IL1R1,241,IL1B_IL1R1_241
Il1b,IL1R1,263,IL1B_IL1R1_263
Il1b,IL1R1,264,IL1B_IL1R1_264
Il17a,IL17RA,136,IL17A_IL17RA_136
Il17a,IL17RA,137,IL17A_IL17RA_137
Il17f,IL17RA,136,IL17F_IL17RA_136
Il17f,IL17RA,137,IL17F_IL17RA_137
Il17a_Il17f,IL17RA,136,IL17A_IL17F_IL17RA_136
Il17a_Il17f,IL17RA,137,IL17A_IL17F_IL17RA_137
Il17c,IL17RA,136,IL17C_IL17RA_136
Il17c,IL17RA,137,IL17C_IL17RA_137
Il25,IL17RA,136,IL25_IL17RA_136
Il25,IL17RA,137,IL25_IL17RA_137
Il16,CD4,247,IL16_CD4_247
Il16,CD4,248,IL16_CD4_248
Il16,CD4,341,IL16_CD4_341
Il16,CD4,342,IL16_CD4_342
Il16,CD4,343,IL16_CD4_343
Il16,CD4,344,IL16_CD4_344
Il16,CD4,345,IL16_CD4_345
Il16,CD4,346,IL16_CD4_346
Il16,CD4,347,IL16_CD4_347
Tnf,TNFRSF1A,13,TNF_TNFRSF1A_13
Tnf,TNFRSF1A,36,TNF_TNFRSF1A_36
Tnf,TNFRSF1A,37,TNF_TNFRSF1A_37
Tnf,TNFRSF1A,38,TNF_TNFRSF1A_38
Tnf,TNFRSF1A,153,TNF_TNFRSF1A_153
Tnf,TNFRSF1A,154,TNF_TNFRSF1A_154
Tnf,TNFRSF1A,155,TNF_TNFRSF1A_155
Tnf,TNFRSF1A,156,TNF_TNFRSF1A_156
Tnf,TNFRSF1A,157,TNF_TNFRSF1A_157
Tnf,TNFRSF1A,158,TNF_TNFRSF1A_158
Tnf,TNFRSF1A,159,TNF_TNFRSF1A_159
Tnf,TNFRSF1A,160,TNF_TNFRSF1A_160
Tnf,TNFRSF1A,161,TNF_TNFRSF1A_161
Tnf,TNFRSF1A,162,TNF_TNFRSF1A_162
Tnf,TNFRSF1A,163,TNF_TNFRSF1A_163
Tnf,TNFRSF1A,164,TNF_TNFRSF1A_164
Tnf,TNFRSF1A,165,TNF_TNFRSF1A_165
Tnf,TNFRSF1A,166,TNF_TNFRSF1A_166
Tnf,TNFRSF1A,242,TNF_TNFRSF1A_242
Tnf,TNFRSF1A,265,TNF_TNFRSF1A_265
Tnf,TNFRSF1A,266,TNF_TNFRSF1A_266
Tnf,TNFRSF1A,355,TNF_TNFRSF1A_355
Tnf,TNFRSF1A,356,TNF_TNFRSF1A_356
Tnf,TNFRSF1A,357,TNF_TNFRSF1A_357
Tnf,TNFRSF1A,358,TNF_TNFRSF1A_358
Tnf,TNFRSF1A,359,TNF_TNFRSF1A_359
Tnf,TNFRSF1A,360,TNF_TNFRSF1A_360
Tnf,TNFRSF1A,361,TNF_TNFRSF1A_361
Tnf,TNFRSF1A,362,TNF_TNFRSF1A_362
Tnf,TNFRSF1A,363,TNF_TNFRSF1A_363
Tnf,TNFRSF1B,12,TNF_TNFRSF1B_12
Lta,TNFRSF1A,13,LTA_TNFRSF1A_13
